State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound_1,90% CI Upper Bound_2,"Poverty Estimate, Age 0-17",90% CI Lower Bound_3,90% CI Upper Bound_4,"Poverty Percent, Age 0-17",90% CI Lower Bound_5,90% CI Upper Bound_6,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound_7,90% CI Upper Bound_8,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound_9,90% CI Upper Bound_10,Median Household Income,90% CI Lower Bound_11,90% CI Upper Bound_12,"Poverty Estimate, Age 0-4",90% CI Lower Bound_13,90% CI Upper Bound_14,"Poverty Percent, Age 0-4",90% CI Lower Bound_15,90% CI Upper Bound_16
0,0,US,United States,38371394,38309115,38433673,11.9,11.9,11.9,11204423,11176652,11232194,15.7,15.7,15.7,7798566,7778138,7818994,14.9,14.9,14.9,67340,67251,67429,"3,146,325","3,133,736","3,158,914",16.8,16.7,16.9
1,0,AL,Alabama,714568,695249,733887,14.9,14.5,15.3,222934,213738,232130,20.9,20,21.8,152810,144819,160801,19.7,18.7,20.7,53958,53013,54903,"66,169","61,541","70,797",23.3,21.7,24.9
1,1,AL,Autauga County,6242,4930,7554,11.2,8.8,13.6,1912,1327,2497,14.9,10.3,19.5,1378,926,1830,14.5,9.7,19.3,67565,59132,75998,.,.,.,.,.,.
1,3,AL,Baldwin County,20189,15535,24843,8.9,6.8,11,5907,3802,8012,12.4,8,16.8,4192,2677,5707,11.8,7.5,16.1,71135,66540,75730,.,.,.,.,.,.
1,5,AL,Barbour County,5548,4210,6886,25.5,19.3,31.7,1857,1291,2423,37.5,26.1,48.9,1303,888,1718,35.8,24.4,47.2,38866,33510,44222,.,.,.,.,.,.
1,7,AL,Bibb County,3549,2712,4386,17.8,13.6,22,941,663,1219,21.9,15.4,28.4,681,481,881,22.1,15.6,28.6,50907,43627,58187,.,.,.,.,.,.
1,9,AL,Blount County,7525,6034,9016,13.1,10.5,15.7,2456,1877,3035,18.9,14.4,23.4,1515,1069,1961,15.8,11.1,20.5,55203,47820,62586,.,.,.,.,.,.
1,11,AL,Bullock County,2552,1914,3190,30.8,23.1,38.5,790,544,1036,38.7,26.7,50.7,547,367,727,37,24.8,49.2,33124,27881,38367,.,.,.,.,.,.
1,13,AL,Butler County,3954,2966,4942,20.6,15.4,25.8,1306,887,1725,30.8,20.9,40.7,934,622,1246,29.8,19.9,39.7,42268,36478,48058,.,.,.,.,.,.
1,15,AL,Calhoun County,15915,12764,19066,14.5,11.6,17.4,3963,2422,5504,16.7,10.2,23.2,2885,1730,4040,16.7,10,23.4,50259,45055,55463,.,.,.,.,.,.
1,17,AL,Chambers County,5266,3925,6607,16.3,12.2,20.4,1731,1177,2285,26.2,17.8,34.6,1266,848,1684,26.1,17.5,34.7,39318,37495,41141,.,.,.,.,.,.
1,19,AL,Cherokee County,3827,2854,4800,14.7,11,18.4,1115,753,1477,23.3,15.7,30.9,795,521,1069,22.2,14.6,29.8,50388,43387,57389,.,.,.,.,.,.
1,21,AL,Chilton County,6094,4590,7598,13.9,10.5,17.3,2177,1478,2876,21,14.3,27.7,1504,987,2021,19.7,12.9,26.5,52693,45063,60323,.,.,.,.,.,.
1,23,AL,Choctaw County,2506,1874,3138,20.4,15.2,25.6,699,472,926,28.9,19.5,38.3,493,327,659,27.9,18.5,37.3,41649,35328,47970,.,.,.,.,.,.
1,25,AL,Clarke County,4471,3430,5512,19.5,15,24,1404,989,1819,28.7,20.2,37.2,1025,694,1356,28.3,19.2,37.4,44178,37403,50953,.,.,.,.,.,.
1,27,AL,Clay County,1818,1327,2309,14.2,10.4,18,623,418,828,23.8,16,31.6,449,294,604,23.6,15.5,31.7,44763,38531,50995,.,.,.,.,.,.
1,29,AL,Cleburne County,2099,1608,2590,14.2,10.9,17.5,654,440,868,19.5,13.1,25.9,460,301,619,19,12.4,25.6,50134,42392,57876,.,.,.,.,.,.
1,31,AL,Coffee County,7303,5911,8695,13.9,11.2,16.6,2523,1867,3179,20.6,15.3,25.9,1755,1271,2239,19.3,14,24.6,54203,47980,60426,.,.,.,.,.,.
1,33,AL,Colbert County,7864,6207,9521,14.4,11.4,17.4,2381,1653,3109,20.9,14.5,27.3,1670,1136,2204,20.3,13.8,26.8,54185,49363,59007,.,.,.,.,.,.
1,35,AL,Conecuh County,2701,2022,3380,22.9,17.1,28.7,833,564,1102,35.1,23.8,46.4,590,386,794,33.2,21.8,44.6,34664,29757,39571,.,.,.,.,.,.
1,37,AL,Coosa County,1808,1337,2279,17.4,12.9,21.9,490,332,648,28.8,19.5,38.1,329,210,448,26.5,16.9,36.1,46509,40042,52976,.,.,.,.,.,.
1,39,AL,Covington County,6219,4851,7587,17.1,13.3,20.9,1795,1239,2351,22.6,15.6,29.6,1261,835,1687,21.6,14.3,28.9,43544,38199,48889,.,.,.,.,.,.
1,41,AL,Crenshaw County,2262,1694,2830,16.8,12.6,21,777,523,1031,25.6,17.2,34,553,363,743,24.3,16,32.6,45927,40682,51172,.,.,.,.,.,.
1,43,AL,Cullman County,10381,8129,12633,12.5,9.8,15.2,3196,2252,4140,17.4,12.3,22.5,2265,1550,2980,17,11.6,22.4,51844,46533,57155,.,.,.,.,.,.
1,45,AL,Dale County,7440,5935,8945,15.5,12.4,18.6,2872,2221,3523,26.1,20.2,32,1960,1427,2493,25.2,18.3,32.1,48493,42963,54023,.,.,.,.,.,.
1,47,AL,Dallas County,9471,7369,11573,26.7,20.8,32.6,3476,2502,4450,42.3,30.5,54.1,2366,1615,3117,38.6,26.3,50.9,37679,32681,42677,.,.,.,.,.,.
1,49,AL,DeKalb County,10778,8430,13126,15.2,11.9,18.5,3407,2395,4419,20.2,14.2,26.2,2417,1676,3158,19.2,13.3,25.1,47156,44737,49575,.,.,.,.,.,.
1,51,AL,Elmore County,8972,6962,10982,11.5,8.9,14.1,2956,2119,3793,16.6,11.9,21.3,2123,1501,2745,16.1,11.4,20.8,62524,57926,67122,.,.,.,.,.,.
1,53,AL,Escambia County,6892,5438,8346,20.4,16.1,24.7,2074,1481,2667,26.1,18.6,33.6,1471,1022,1920,25.6,17.8,33.4,41212,35622,46802,.,.,.,.,.,.
1,55,AL,Etowah County,15650,12586,18714,15.6,12.5,18.7,4889,3378,6400,22.9,15.8,30,3535,2429,4641,22.9,15.7,30.1,47872,43311,52433,.,.,.,.,.,.
1,57,AL,Fayette County,2640,2003,3277,16.5,12.5,20.5,801,551,1051,23.7,16.3,31.1,560,370,750,22.6,14.9,30.3,45937,40131,51743,.,.,.,.,.,.
1,59,AL,Franklin County,5357,4145,6569,17.2,13.3,21.1,1748,1225,2271,22.9,16,29.8,1186,797,1575,21.7,14.6,28.8,40448,35402,45494,.,.,.,.,.,.
1,61,AL,Geneva County,5492,4409,6575,21,16.9,25.1,1800,1339,2261,32,23.8,40.2,1304,962,1646,31.1,22.9,39.3,39882,35957,43807,.,.,.,.,.,.
1,63,AL,Greene County,2210,1650,2770,27.9,20.8,35,737,503,971,43.5,29.7,57.3,521,348,694,41.1,27.5,54.7,33609,28584,38634,.,.,.,.,.,.
1,65,AL,Hale County,3166,2427,3905,21.9,16.8,27,1010,682,1338,30,20.3,39.7,694,458,930,28.5,18.8,38.2,41836,35250,48422,.,.,.,.,.,.
1,67,AL,Henry County,2743,2126,3360,16.2,12.6,19.8,809,556,1062,23.5,16.2,30.8,584,382,786,22.5,14.7,30.3,51126,43840,58412,.,.,.,.,.,.
1,69,AL,Houston County,15534,12906,18162,14.8,12.3,17.3,5566,4304,6828,23.4,18.1,28.7,3621,2651,4591,21.2,15.5,26.9,54391,50074,58708,.,.,.,.,.,.
1,71,AL,Jackson County,7777,6294,9260,15.3,12.4,18.2,2430,1843,3017,23.4,17.7,29.1,1531,1075,1987,20.2,14.2,26.2,46606,41594,51618,.,.,.,.,.,.
1,73,AL,Jefferson County,92310,81008,103612,14.4,12.6,16.2,29432,24386,34478,20.1,16.6,23.6,21197,17441,24953,20.2,16.6,23.8,57802,55683,59921,.,.,.,.,.,.
1,75,AL,Lamar County,2348,1837,2859,17.4,13.6,21.2,621,420,822,21.3,14.4,28.2,432,284,580,20.6,13.6,27.6,40204,34497,45911,.,.,.,.,.,.
1,77,AL,Lauderdale County,12630,9992,15268,13.9,11,16.8,3561,2569,4553,19.9,14.4,25.4,2290,1557,3023,17.5,11.9,23.1,52293,47008,57578,.,.,.,.,.,.
1,79,AL,Lawrence County,5005,3777,6233,15.4,11.6,19.2,1525,1047,2003,21.9,15,28.8,1081,724,1438,20.8,13.9,27.7,48924,42121,55727,.,.,.,.,.,.
1,81,AL,Lee County,28901,25260,32542,17.9,15.6,20.2,5772,4379,7165,16.8,12.7,20.9,3716,2691,4741,14.9,10.8,19,58963,51807,66119,.,.,.,.,.,.
1,83,AL,Limestone County,10285,8069,12501,10.4,8.2,12.6,3166,2263,4069,14.3,10.2,18.4,2145,1479,2811,12.9,8.9,16.9,70850,65531,76169,.,.,.,.,.,.
1,85,AL,Lowndes County,2083,1550,2616,21.9,16.3,27.5,796,552,1040,38.1,26.4,49.8,578,391,765,38.5,26.1,50.9,37499,32316,42682,.,.,.,.,.,.
1,87,AL,Macon County,4543,3387,5699,27.9,20.8,35,1187,793,1581,39.3,26.2,52.4,860,563,1157,40.1,26.2,54,37736,32580,42892,.,.,.,.,.,.
1,89,AL,Madison County,39100,33403,44797,10.5,9,12,10909,8148,13670,13.5,10.1,16.9,7587,5503,9671,12.9,9.3,16.5,67810,63344,72276,.,.,.,.,.,.
1,91,AL,Marengo County,3370,2468,4272,18.3,13.4,23.2,1236,820,1652,30.2,20,40.4,878,566,1190,29.2,18.8,39.6,43198,37785,48611,.,.,.,.,.,.
1,93,AL,Marion County,4843,3692,5994,16.8,12.8,20.8,1423,1000,1846,23.6,16.6,30.6,954,637,1271,21.5,14.4,28.6,44333,38386,50280,.,.,.,.,.,.
1,95,AL,Marshall County,14754,12075,17433,15.4,12.6,18.2,5860,4629,7091,24.6,19.4,29.8,3623,2710,4536,21.3,15.9,26.7,51417,46158,56676,.,.,.,.,.,.
1,97,AL,Mobile County,71398,61652,81144,17.6,15.2,20,25682,20934,30430,27.3,22.3,32.3,16756,13006,20506,24.9,19.3,30.5,50871,48779,52963,.,.,.,.,.,.
1,99,AL,Monroe County,4552,3603,5501,22.5,17.8,27.2,1247,837,1657,29.9,20.1,39.7,892,588,1196,28.3,18.7,37.9,38812,33086,44538,.,.,.,.,.,.
1,101,AL,Montgomery County,44058,38738,49378,20.4,17.9,22.9,14673,12117,17229,28.4,23.5,33.3,9384,7357,11411,25.7,20.2,31.2,49607,46454,52760,.,.,.,.,.,.
1,103,AL,Morgan County,16995,14183,19807,14.4,12,16.8,5414,4134,6694,20.1,15.3,24.9,3273,2261,4285,16.6,11.5,21.7,55688,50240,61136,.,.,.,.,.,.
1,105,AL,Perry County,2443,1829,3057,30.7,23,38.4,768,518,1018,44.2,29.8,58.6,562,371,753,43.8,28.9,58.7,33712,28959,38465,.,.,.,.,.,.
1,107,AL,Pickens County,4050,3101,4999,22.7,17.4,28,1154,822,1486,31.2,22.2,40.2,843,599,1087,31.5,22.4,40.6,41870,35716,48024,.,.,.,.,.,.
1,109,AL,Pike County,6101,4548,7654,19.7,14.7,24.7,1748,1187,2309,28.3,19.2,37.4,1198,791,1605,27.3,18,36.6,43141,36314,49968,.,.,.,.,.,.
1,111,AL,Randolph County,3933,3066,4800,17.5,13.6,21.4,1285,873,1697,27.3,18.6,36,908,600,1216,26.2,17.3,35.1,46679,40659,52699,.,.,.,.,.,.
1,113,AL,Russell County,11702,9460,13944,20.3,16.4,24.2,4352,3257,5447,31.7,23.7,39.7,2754,1923,3585,28.3,19.8,36.8,40821,37871,43771,.,.,.,.,.,.
1,115,AL,St. Clair County,9384,7154,11614,10.5,8,13,2902,2038,3766,14.6,10.3,18.9,1958,1301,2615,13.3,8.8,17.8,61973,55383,68563,.,.,.,.,.,.
1,117,AL,Shelby County,15227,12326,18128,7,5.7,8.3,4078,2907,5249,8.2,5.9,10.5,3068,2210,3926,8.1,5.8,10.4,88444,81587,95301,.,.,.,.,.,.
1,119,AL,Sumter County,3338,2523,4153,29.2,22.1,36.3,975,688,1262,42,29.6,54.4,679,470,888,41.6,28.8,54.4,32275,27379,37171,.,.,.,.,.,.
1,121,AL,Talladega County,12958,10639,15277,16.9,13.9,19.9,3811,2791,4831,23.9,17.5,30.3,2603,1824,3382,22.4,15.7,29.1,44802,39131,50473,.,.,.,.,.,.
1,123,AL,Tallapoosa County,6004,4593,7415,15.2,11.6,18.8,2114,1506,2722,26.3,18.7,33.9,1499,1030,1968,25.2,17.3,33.1,46654,42363,50945,.,.,.,.,.,.
1,125,AL,Tuscaloosa County,28776,23778,33774,14.4,11.9,16.9,7490,5679,9301,17.4,13.2,21.6,5456,4049,6863,17.7,13.1,22.3,56610,53008,60212,.,.,.,.,.,.
1,127,AL,Walker County,10219,8273,12165,16.4,13.3,19.5,3151,2326,3976,23,17,29,2102,1489,2715,21.4,15.2,27.6,46519,40910,52128,.,.,.,.,.,.
1,129,AL,Washington County,2769,2105,3433,17.5,13.3,21.7,765,509,1021,22.9,15.2,30.6,548,356,740,22.6,14.7,30.5,36346,30086,42606,.,.,.,.,.,.
1,131,AL,Wilcox County,2240,1584,2896,22.2,15.7,28.7,674,416,932,29.4,18.2,40.6,520,338,702,31.4,20.4,42.4,31909,27280,36538,.,.,.,.,.,.
1,133,AL,Winston County,4036,3252,4820,17.4,14,20.8,1056,731,1381,22.8,15.8,29.8,743,501,985,21.9,14.7,29.1,46453,42177,50729,.,.,.,.,.,.
2,0,AK,Alaska,68714,64952,72476,9.6,9.1,10.1,21459,19801,23117,12.3,11.3,13.3,13944,12574,15314,11.1,10,12.2,79961,77531,82391,"6,852","5,955","7,749",14.2,12.3,16.1
2,13,AK,Aleutians East Borough,514,360,668,15.1,10.6,19.6,31,20,42,13.2,8.5,17.9,23,15,31,12.9,8.1,17.7,79128,66769,91487,.,.,.,.,.,.
2,16,AK,Aleutians West Census Area,443,317,569,8.1,5.8,10.4,40,25,55,6,3.7,8.3,29,17,41,6,3.6,8.4,92216,79957,104475,.,.,.,.,.,.
2,20,AK,Anchorage Borough,23200,20100,26300,8.3,7.2,9.4,6026,4580,7472,9,6.8,11.2,3933,2899,4967,8.3,6.1,10.5,84577,79491,89663,.,.,.,.,.,.
2,50,AK,Bethel Census Area,4567,3695,5439,25.3,20.5,30.1,2347,1769,2925,36.8,27.7,45.9,1615,1193,2037,36.6,27,46.2,52214,45292,59136,.,.,.,.,.,.
2,60,AK,Bristol Bay Borough,82,60,104,10.7,7.8,13.6,18,12,24,11.8,7.6,16,12,7,17,11.1,6.6,15.6,87032,75981,98083,.,.,.,.,.,.
2,63,AK,Chugach Census Area,441,325,557,7,5.2,8.8,99,65,133,7.2,4.7,9.7,68,42,94,6.8,4.2,9.4,84063,73958,94168,.,.,.,.,.,.
2,66,AK,Copper River Census Area,368,271,465,12.7,9.3,16.1,120,76,164,16.6,10.6,22.6,77,47,107,13.9,8.4,19.4,61215,52497,69933,.,.,.,.,.,.
2,68,AK,Denali Borough,127,92,162,6.4,4.6,8.2,25,16,34,7.2,4.6,9.8,17,10,24,6.3,3.8,8.8,80192,67624,92760,.,.,.,.,.,.
2,70,AK,Dillingham Census Area,894,658,1130,18.7,13.8,23.6,394,247,541,26.5,16.6,36.4,244,141,347,23.2,13.4,33,72334,65411,79257,.,.,.,.,.,.
2,90,AK,Fairbanks North Star Borough,6565,4973,8157,7.2,5.4,9,1751,1149,2353,7.9,5.2,10.6,1202,776,1628,7.8,5,10.6,76650,69899,83401,.,.,.,.,.,.
2,100,AK,Haines Borough,251,180,322,9.6,6.9,12.3,83,53,113,18.4,11.7,25.1,58,35,81,17.2,10.5,23.9,105044,99967,110121,.,.,.,.,.,.
2,105,AK,Hoonah-Angoon Census Area,271,191,351,12.7,9,16.4,89,57,121,23.2,14.8,31.6,62,38,86,21.8,13.4,30.2,55593,47175,64011,.,.,.,.,.,.
2,110,AK,Juneau Borough,2510,1995,3025,8.1,6.4,9.8,768,628,908,11.9,9.7,14.1,454,347,561,9.5,7.2,11.8,89204,80180,98228,.,.,.,.,.,.
2,122,AK,Kenai Peninsula Borough,6171,4929,7413,10.6,8.5,12.7,1898,1412,2384,14.7,10.9,18.5,1170,823,1517,12.3,8.6,16,68448,63523,73373,.,.,.,.,.,.
2,130,AK,Ketchikan Gateway Borough,1127,839,1415,8.3,6.2,10.4,273,169,377,9.8,6.1,13.5,182,107,257,8.9,5.2,12.6,76780,68405,85155,.,.,.,.,.,.
2,150,AK,Kodiak Island Borough,957,722,1192,7.5,5.7,9.3,244,160,328,8.1,5.3,10.9,156,96,216,7,4.3,9.7,72028,61290,82766,.,.,.,.,.,.
2,158,AK,Kusilvak Census Area,2305,1720,2890,27.9,20.8,35,1449,959,1939,42.5,28.1,56.9,966,608,1324,41,25.8,56.2,37566,31838,43294,.,.,.,.,.,.
2,164,AK,Lake and Peninsula Borough,261,193,329,17.6,13,22.2,97,65,129,23,15.4,30.6,66,43,89,22.8,14.7,30.9,54386,46725,62047,.,.,.,.,.,.
2,170,AK,Matanuska-Susitna Borough,9365,7768,10962,8.7,7.2,10.2,2677,1941,3413,9.5,6.9,12.1,1619,1081,2157,7.7,5.1,10.3,89502,84166,94838,.,.,.,.,.,.
2,180,AK,Nome Census Area,1825,1420,2230,18.8,14.6,23,765,514,1016,23.1,15.5,30.7,499,324,674,20.6,13.4,27.8,64309,56494,72124,.,.,.,.,.,.
2,185,AK,North Slope Borough,1025,763,1287,11.1,8.3,13.9,353,232,474,14,9.2,18.8,227,141,313,12.5,7.8,17.2,94759,80393,109125,.,.,.,.,.,.
2,188,AK,Northwest Arctic Borough,1397,1033,1761,18.5,13.7,23.3,689,456,922,25.4,16.8,34,454,289,619,23.3,14.8,31.8,65194,56346,74042,.,.,.,.,.,.
2,195,AK,Petersburg Borough,242,180,304,7.4,5.5,9.3,64,42,86,9.4,6.1,12.7,45,28,62,8.7,5.5,11.9,66096,56632,75560,.,.,.,.,.,.
2,198,AK,Prince of Wales-Hyder Census Area,975,726,1224,15.9,11.8,20,274,176,372,20.9,13.4,28.4,178,110,246,17.9,11.1,24.7,53638,46419,60857,.,.,.,.,.,.
2,220,AK,Sitka Borough,609,451,767,7.4,5.5,9.3,132,87,177,7.9,5.2,10.6,84,53,115,6.8,4.3,9.3,79363,68877,89849,.,.,.,.,.,.
2,230,AK,Skagway Municipality,45,33,57,3.8,2.8,4.8,9,6,12,5,3.1,6.9,6,3,9,4.6,2.6,6.6,78421,67334,89508,.,.,.,.,.,.
2,240,AK,Southeast Fairbanks Census Area,805,595,1015,11.7,8.7,14.7,267,172,362,15.2,9.8,20.6,182,113,251,14.3,8.9,19.7,64544,54631,74457,.,.,.,.,.,.
2,275,AK,Wrangell City and Borough,264,197,331,10.6,7.9,13.3,61,42,80,13.1,8.9,17.3,37,23,51,10.5,6.6,14.4,64643,55079,74207,.,.,.,.,.,.
2,282,AK,Yakutat Borough,79,57,101,12.4,9,15.8,31,19,43,23.8,14.9,32.7,22,13,31,22.9,13.9,31.9,68352,58058,78646,.,.,.,.,.,.
2,290,AK,Yukon-Koyukuk Census Area,1029,763,1295,20.5,15.2,25.8,385,248,522,27.6,17.8,37.4,257,158,356,25.4,15.6,35.2,43060,36995,49125,.,.,.,.,.,.
4,0,AZ,Arizona,932555,904127,960983,12.8,12.4,13.2,283667,269862,297472,17.6,16.7,18.5,197320,185245,209395,16.6,15.6,17.6,64652,63735,65569,"79,944","73,422","86,466",19.4,17.8,21.0
4,1,AZ,Apache County,22939,20432,25446,32.4,28.9,35.9,8318,7214,9422,44.4,38.5,50.3,5696,4827,6565,40.1,34,46.2,36319,31086,41552,.,.,.,.,.,.
4,3,AZ,Cochise County,17815,13814,21816,14.6,11.3,17.9,5405,3688,7122,20.7,14.1,27.3,3733,2503,4963,19.4,13,25.8,51171,46152,56190,.,.,.,.,.,.
4,5,AZ,Coconino County,22540,19783,25297,17.2,15.1,19.3,4807,3544,6070,17.3,12.8,21.8,3338,2377,4299,16.2,11.5,20.9,57146,52401,61891,.,.,.,.,.,.
4,7,AZ,Gila County,8911,7094,10728,16.7,13.3,20.1,2679,1943,3415,26.2,19,33.4,1863,1315,2411,24.6,17.4,31.8,49280,44063,54497,.,.,.,.,.,.
4,9,AZ,Graham County,5523,4275,6771,15.2,11.8,18.6,1662,1095,2229,16.3,10.7,21.9,1124,722,1526,15,9.6,20.4,55419,49278,61560,.,.,.,.,.,.
4,11,AZ,Greenlee County,776,575,977,8.4,6.2,10.6,219,146,292,9,6,12,149,96,202,8.6,5.5,11.7,67530,61159,73901,.,.,.,.,.,.
4,12,AZ,La Paz County,4405,3409,5401,20.8,16.1,25.5,859,585,1133,26.3,17.9,34.7,575,368,782,24.4,15.6,33.2,41637,35556,47718,.,.,.,.,.,.
4,13,AZ,Maricopa County,520797,494660,546934,11.6,11,12.2,165566,153772,177360,16,14.9,17.1,116695,107829,125561,15.2,14,16.4,71799,70604,72994,.,.,.,.,.,.
4,15,AZ,Mohave County,32550,26911,38189,15.3,12.6,18,8802,6816,10788,25.5,19.8,31.2,6010,4514,7506,23.7,17.8,29.6,46678,42143,51213,.,.,.,.,.,.
4,17,AZ,Navajo County,25532,21854,29210,23.3,19.9,26.7,8889,7097,10681,31.5,25.1,37.9,6244,4898,7590,29.5,23.1,35.9,46698,43830,49566,.,.,.,.,.,.
4,19,AZ,Pima County,154790,140483,169097,14.9,13.5,16.3,41969,36222,47716,20,17.3,22.7,27736,23337,32135,17.9,15.1,20.7,56551,53790,59312,.,.,.,.,.,.
4,21,AZ,Pinal County,50810,42300,59320,11.1,9.2,13,14998,11419,18577,14.6,11.1,18.1,10467,7986,12948,13.6,10.4,16.8,66992,64199,69785,.,.,.,.,.,.
4,23,AZ,Santa Cruz County,7810,5881,9739,16.8,12.7,20.9,3093,1988,4198,25.5,16.4,34.6,2223,1377,3069,24.7,15.3,34.1,44402,38686,50118,.,.,.,.,.,.
4,25,AZ,Yavapai County,25610,20968,30252,10.8,8.8,12.8,5538,3746,7330,15.2,10.3,20.1,3594,2320,4868,13.2,8.5,17.9,58860,53700,64020,.,.,.,.,.,.
4,27,AZ,Yuma County,31745,25863,37627,15.2,12.4,18,10862,7890,13834,20.5,14.9,26.1,7873,5653,10093,20.6,14.8,26.4,54278,50727,57829,.,.,.,.,.,.
5,0,AR,Arkansas,448665,434898,462432,15.2,14.7,15.7,142855,136047,149663,20.8,19.8,21.8,96688,90761,102615,19.3,18.1,20.5,51146,49750,52542,"43,491","40,261","46,721",24.0,22.2,25.8
5,1,AR,Arkansas County,2940,2288,3592,17.2,13.4,21,857,553,1161,21.8,14.1,29.5,606,391,821,21.4,13.8,29,51186,45052,57320,.,.,.,.,.,.
5,3,AR,Ashley County,3279,2498,4060,17.1,13,21.2,1042,693,1391,24.4,16.2,32.6,696,437,955,21.9,13.7,30.1,44677,37879,51475,.,.,.,.,.,.
5,5,AR,Baxter County,6013,4792,7234,14.4,11.5,17.3,1748,1332,2164,24,18.3,29.7,1257,958,1556,23,17.5,28.5,44833,39093,50573,.,.,.,.,.,.
5,7,AR,Benton County,25970,21852,30088,9.1,7.7,10.5,9151,7127,11175,12.5,9.7,15.3,5792,4254,7330,10.8,7.9,13.7,78678,73951,83405,.,.,.,.,.,.
5,9,AR,Boone County,5255,4069,6441,14.1,10.9,17.3,1636,1069,2203,19.8,12.9,26.7,1097,688,1506,17.7,11.1,24.3,48153,42341,53965,.,.,.,.,.,.
5,11,AR,Bradley County,2156,1612,2700,20.6,15.4,25.8,728,478,978,28.4,18.6,38.2,509,325,693,26.8,17.1,36.5,41578,35203,47953,.,.,.,.,.,.
5,13,AR,Calhoun County,798,610,986,16.2,12.4,20,204,142,266,22.3,15.5,29.1,152,105,199,21.1,14.5,27.7,50865,46631,55099,.,.,.,.,.,.
5,15,AR,Carroll County,3935,2981,4889,14.1,10.7,17.5,1241,806,1676,20.6,13.4,27.8,856,531,1181,19.4,12,26.8,45397,38500,52294,.,.,.,.,.,.
5,17,AR,Chicot County,2467,1836,3098,26.8,19.9,33.7,782,500,1064,36.7,23.5,49.9,542,336,748,34.1,21.1,47.1,35992,30766,41218,.,.,.,.,.,.
5,19,AR,Clark County,3830,2997,4663,20.1,15.7,24.5,902,590,1214,22,14.4,29.6,641,405,877,21.3,13.4,29.2,46464,39282,53646,.,.,.,.,.,.
5,21,AR,Clay County,2577,2055,3099,18.1,14.4,21.8,728,503,953,24.3,16.8,31.8,507,343,671,23.1,15.6,30.6,43723,41430,46016,.,.,.,.,.,.
5,23,AR,Cleburne County,3563,2769,4357,14.5,11.3,17.7,948,629,1267,20.9,13.9,27.9,682,433,931,19.7,12.5,26.9,49964,45861,54067,.,.,.,.,.,.
5,25,AR,Cleveland County,1086,805,1367,13.8,10.2,17.4,324,212,436,19.3,12.6,26,224,142,306,17.3,11,23.6,57697,53229,62165,.,.,.,.,.,.
5,27,AR,Columbia County,3857,2865,4849,18.3,13.6,23,1201,786,1616,25.5,16.7,34.3,832,528,1136,24.9,15.8,34,44925,38302,51548,.,.,.,.,.,.
5,29,AR,Conway County,3273,2504,4042,15.8,12.1,19.5,1054,706,1402,22.9,15.3,30.5,713,453,973,20.9,13.3,28.5,47049,39842,54256,.,.,.,.,.,.
5,31,AR,Craighead County,18130,15184,21076,16.8,14.1,19.5,6420,4980,7860,23.4,18.1,28.7,4638,3660,5616,23.4,18.5,28.3,51797,46125,57469,.,.,.,.,.,.
5,33,AR,Crawford County,9012,7063,10961,14.4,11.3,17.5,3055,2140,3970,20.4,14.3,26.5,2107,1401,2813,18.8,12.5,25.1,54534,49511,59557,.,.,.,.,.,.
5,35,AR,Crittenden County,10671,8646,12696,22.9,18.6,27.2,4427,3300,5554,35,26.1,43.9,2933,2079,3787,32,22.7,41.3,47545,42014,53076,.,.,.,.,.,.
5,37,AR,Cross County,3357,2665,4049,21.2,16.8,25.6,1231,902,1560,33.3,24.4,42.2,896,647,1145,33.1,23.9,42.3,40587,36047,45127,.,.,.,.,.,.
5,39,AR,Dallas County,1244,926,1562,19.5,14.5,24.5,405,269,541,32.3,21.5,43.1,280,181,379,30.3,19.6,41,34649,30362,38936,.,.,.,.,.,.
5,41,AR,Desha County,2507,1901,3113,22.8,17.3,28.3,945,636,1254,34,22.9,45.1,646,417,875,31.3,20.2,42.4,37421,31841,43001,.,.,.,.,.,.
5,43,AR,Drew County,3152,2450,3854,18.4,14.3,22.5,907,612,1202,24.2,16.3,32.1,628,411,845,23.9,15.6,32.2,46787,39575,53999,.,.,.,.,.,.
5,45,AR,Faulkner County,14653,11991,17315,12,9.8,14.2,3775,2544,5006,13.3,8.9,17.7,2464,1572,3356,11.8,7.5,16.1,57367,51243,63491,.,.,.,.,.,.
5,47,AR,Franklin County,2692,2084,3300,15.3,11.8,18.8,774,502,1046,19.9,12.9,26.9,558,363,753,19.1,12.4,25.8,47256,40250,54262,.,.,.,.,.,.
5,49,AR,Fulton County,2077,1542,2612,17,12.6,21.4,702,455,949,27.7,17.9,37.5,476,299,653,24.8,15.5,34.1,39839,34170,45508,.,.,.,.,.,.
5,51,AR,Garland County,15359,12200,18518,15.7,12.5,18.9,4358,2969,5747,22.7,15.5,29.9,3038,2011,4065,21.9,14.5,29.3,46459,42441,50477,.,.,.,.,.,.
5,53,AR,Grant County,1809,1361,2257,9.9,7.4,12.4,606,397,815,15.2,10,20.4,425,271,579,14.1,9,19.2,62077,54165,69989,.,.,.,.,.,.
